Designator,Mid X,Mid Y,Layer,Rotation
C29,-138.395001mm,63.495000mm,Bottom,0.000000
C30,-134.185001mm,63.495000mm,Bottom,0.000000
C33,-136.875000mm,67.425000mm,Bottom,0.000000
C109,-86.755000mm,-22.604999mm,Bottom,0.000000
C110,-49.585001mm,-30.605000mm,Bottom,0.000000
C117,-52.425001mm,-56.565000mm,Bottom,0.000000
C124,-48.215001mm,-56.565000mm,Bottom,0.000000
C128,-44.005001mm,-56.565000mm,Bottom,0.000000
C129,-81.895000mm,-59.275000mm,Bottom,0.000000
C133,-77.685000mm,-59.275000mm,Bottom,0.000000
C134,-73.475001mm,-59.275000mm,Bottom,0.000000
C135,-60.845001mm,-64.695000mm,Bottom,0.000000
C136,-56.635001mm,-64.695000mm,Bottom,0.000000
C137,-52.425001mm,-64.695000mm,Bottom,0.000000
C138,-48.215001mm,-64.695000mm,Bottom,0.000000
C139,-44.005001mm,-64.695000mm,Bottom,0.000000
C140,-81.895000mm,-67.405000mm,Bottom,0.000000
C141,-77.685000mm,-67.405000mm,Bottom,0.000000
C142,-73.475001mm,-67.405000mm,Bottom,0.000000
C143,-69.265001mm,-67.405000mm,Bottom,0.000000
C144,-65.055001mm,-67.405000mm,Bottom,0.000000
C145,-60.845001mm,-67.405000mm,Bottom,0.000000
C146,-56.635001mm,-67.405000mm,Bottom,0.000000
C147,-81.675000mm,-53.605000mm,Bottom,0.000000
C148,-77.025000mm,-53.605000mm,Bottom,0.000000
C150,-69.265001mm,-59.275000mm,Bottom,0.000000
C158,-65.055001mm,-59.275000mm,Bottom,0.000000
C159,-42.875001mm,-30.335000mm,Bottom,0.000000
C160,-45.945001mm,-30.335000mm,Bottom,0.000000
C161,-95.865000mm,-22.384999mm,Bottom,0.000000
C162,-95.865000mm,-25.155000mm,Bottom,0.000000
C163,-82.325000mm,-22.354999mm,Bottom,0.000000
C164,-39.805001mm,-30.335000mm,Bottom,0.000000
C165,-96.465000mm,-33.045000mm,Bottom,0.000000
C166,-78.115000mm,-22.354999mm,Bottom,0.000000
C167,-73.905000mm,-22.354999mm,Bottom,0.000000
C168,-69.695000mm,-22.354999mm,Bottom,0.000000
C169,-65.485001mm,-22.354999mm,Bottom,0.000000
C170,-61.275001mm,-22.354999mm,Bottom,0.000000
C171,-57.065001mm,-22.354999mm,Bottom,0.000000
C172,-52.855001mm,-22.354999mm,Bottom,0.000000
C173,-48.645001mm,-22.354999mm,Bottom,0.000000
C174,-91.405000mm,-22.604999mm,Bottom,0.000000
C192,-44.435001mm,-22.354999mm,Bottom,0.000000
C193,-40.225001mm,-22.354999mm,Bottom,0.000000
C194,-95.895000mm,-27.895000mm,Bottom,0.000000
C209,-29.025000mm,-31.605000mm,Bottom,0.000000
C210,8.205000mm,-37.275000mm,Bottom,0.000000
C217,-25.475000mm,-61.565000mm,Bottom,0.000000
C224,-21.265000mm,-61.565000mm,Bottom,0.000000
C228,-17.055000mm,-61.565000mm,Bottom,0.000000
C229,-12.845000mm,-61.565000mm,Bottom,0.000000
C233,-8.635000mm,-61.565000mm,Bottom,0.000000
C234,-4.425000mm,-61.565000mm,Bottom,0.000000
C235,25.045000mm,-64.275000mm,Bottom,0.000000
C236,29.255000mm,-64.275000mm,Bottom,0.000000
C237,-33.895001mm,-66.985000mm,Bottom,0.000000
C238,-29.685000mm,-66.985000mm,Bottom,0.000000
C239,-25.475000mm,-66.985000mm,Bottom,0.000000
C240,-21.265000mm,-66.985000mm,Bottom,0.000000
C241,-17.055000mm,-66.985000mm,Bottom,0.000000
C242,-12.845000mm,-66.985000mm,Bottom,0.000000
C243,-8.635000mm,-66.985000mm,Bottom,0.000000
C244,-4.425000mm,-66.985000mm,Bottom,0.000000
C245,-0.215000mm,-66.985000mm,Bottom,0.000000
C246,3.995000mm,-66.985000mm,Bottom,0.000000
C247,-33.675000mm,-58.605000mm,Bottom,0.000000
C248,-29.025000mm,-58.605000mm,Bottom,0.000000
C250,-0.215000mm,-61.565000mm,Bottom,0.000000
C258,3.995000mm,-61.565000mm,Bottom,0.000000
C259,11.845000mm,-37.005000mm,Bottom,0.000000
C260,14.915000mm,-37.005000mm,Bottom,0.000000
C263,-24.595000mm,-31.355000mm,Bottom,0.000000
C264,17.985000mm,-37.005000mm,Bottom,0.000000
C265,21.055000mm,-37.005000mm,Bottom,0.000000
C266,-20.385000mm,-31.355000mm,Bottom,0.000000
C267,-16.175001mm,-31.355000mm,Bottom,0.000000
C268,-11.965000mm,-31.355000mm,Bottom,0.000000
C269,-7.755000mm,-31.355000mm,Bottom,0.000000
C270,-3.545000mm,-31.355000mm,Bottom,0.000000
C271,0.665000mm,-31.355000mm,Bottom,0.000000
C272,4.875000mm,-31.355000mm,Bottom,0.000000
C273,9.085000mm,-31.355000mm,Bottom,0.000000
C274,-33.675000mm,-31.605000mm,Bottom,0.000000
C286,16.625000mm,-34.565000mm,Bottom,0.000000
C287,24.125000mm,-37.005000mm,Bottom,0.000000
C288,27.195000mm,-37.005000mm,Bottom,0.000000
C289,20.835000mm,-34.565000mm,Bottom,0.000000
C290,30.265000mm,-37.005000mm,Bottom,0.000000
C291,-34.465000mm,-39.715000mm,Bottom,0.000000
C292,13.295000mm,-31.355000mm,Bottom,0.000000
C293,17.505000mm,-31.355000mm,Bottom,0.000000
C294,21.715000mm,-31.355000mm,Bottom,0.000000
C309,40.975000mm,-22.604999mm,Bottom,0.000000
C310,78.204999mm,-28.275000mm,Bottom,0.000000
C317,79.575000mm,-56.565000mm,Bottom,0.000000
C324,83.784999mm,-56.565000mm,Bottom,0.000000
C328,87.994999mm,-56.565000mm,Bottom,0.000000
C329,50.105000mm,-59.275000mm,Bottom,0.000000
C333,54.315000mm,-59.275000mm,Bottom,0.000000
C334,58.525000mm,-59.275000mm,Bottom,0.000000
C335,71.155000mm,-64.695000mm,Bottom,0.000000
C336,75.365000mm,-64.695000mm,Bottom,0.000000
C337,79.575000mm,-64.695000mm,Bottom,0.000000
C338,83.784999mm,-64.695000mm,Bottom,0.000000
C339,87.994999mm,-64.695000mm,Bottom,0.000000
C340,50.105000mm,-67.405000mm,Bottom,0.000000
C341,54.315000mm,-67.405000mm,Bottom,0.000000
C342,58.525000mm,-67.405000mm,Bottom,0.000000
C343,62.735000mm,-67.405000mm,Bottom,0.000000
C344,66.945000mm,-67.405000mm,Bottom,0.000000
C345,71.155000mm,-67.405000mm,Bottom,0.000000
C346,75.365000mm,-67.405000mm,Bottom,0.000000
C347,50.325000mm,-53.605000mm,Bottom,0.000000
C348,54.975000mm,-53.605000mm,Bottom,0.000000
C350,62.735000mm,-59.275000mm,Bottom,0.000000
C358,66.945000mm,-59.275000mm,Bottom,0.000000
C359,81.844999mm,-28.005000mm,Bottom,0.000000
C360,84.915000mm,-28.005000mm,Bottom,0.000000
C363,45.405000mm,-22.354999mm,Bottom,0.000000
C364,87.985000mm,-28.005000mm,Bottom,0.000000
C365,91.054999mm,-28.005000mm,Bottom,0.000000
C366,49.615000mm,-22.354999mm,Bottom,0.000000
C367,53.825000mm,-22.354999mm,Bottom,0.000000
C368,58.035000mm,-22.354999mm,Bottom,0.000000
C369,62.245000mm,-22.354999mm,Bottom,0.000000
C370,66.454999mm,-22.354999mm,Bottom,0.000000
C371,70.665000mm,-22.354999mm,Bottom,0.000000
C372,74.875000mm,-22.354999mm,Bottom,0.000000
C373,79.084999mm,-22.354999mm,Bottom,0.000000
C374,36.325000mm,-22.604999mm,Bottom,0.000000
C392,83.294999mm,-22.354999mm,Bottom,0.000000
C393,87.504999mm,-22.354999mm,Bottom,0.000000
C394,91.714999mm,-22.354999mm,Bottom,0.000000
C400,-143.885000mm,-56.045000mm,Bottom,0.000000
C401,-152.564999mm,-56.295000mm,Bottom,0.000000
C402,-139.675000mm,-56.045000mm,Bottom,0.000000
C403,-135.465000mm,-56.045000mm,Bottom,0.000000
C404,-131.255000mm,-56.045000mm,Bottom,0.000000
C405,-127.045000mm,-56.045000mm,Bottom,0.000000
C406,-122.835000mm,-56.045000mm,Bottom,0.000000
C407,-118.625000mm,-56.045000mm,Bottom,0.000000
C408,-114.415000mm,-56.045000mm,Bottom,0.000000
C409,-110.205000mm,-56.045000mm,Bottom,0.000000
C410,-158.465000mm,-73.974999mm,Bottom,0.000000
C411,-155.395000mm,-73.974999mm,Bottom,0.000000
C420,-33.950000mm,57.950001mm,Bottom,0.000000
C421,-42.630000mm,57.700001mm,Bottom,0.000000
C422,-29.740000mm,57.950001mm,Bottom,0.000000
C423,-48.200000mm,53.125001mm,Bottom,0.000000
C424,-43.990000mm,53.125001mm,Bottom,0.000000
C425,-39.780000mm,53.125001mm,Bottom,0.000000
C426,-35.570000mm,53.125001mm,Bottom,0.000000
C427,-31.360000mm,53.125001mm,Bottom,0.000000
C428,-27.150000mm,53.125001mm,Bottom,0.000000
C429,-48.200000mm,50.415001mm,Bottom,0.000000
C430,-48.770000mm,47.975000mm,Bottom,0.000000
C431,-45.700000mm,47.975000mm,Bottom,0.000000
C440,36.049999mm,57.950001mm,Bottom,0.000000
C441,27.369999mm,57.700001mm,Bottom,0.000000
C442,40.260000mm,57.950001mm,Bottom,0.000000
C443,21.799999mm,53.125001mm,Bottom,0.000000
C444,26.010000mm,53.125001mm,Bottom,0.000000
C445,30.220000mm,53.125001mm,Bottom,0.000000
C446,34.429999mm,53.125001mm,Bottom,0.000000
C447,38.640000mm,53.125001mm,Bottom,0.000000
C448,42.850000mm,53.125001mm,Bottom,0.000000
C449,21.799999mm,50.415001mm,Bottom,0.000000
C450,38.070000mm,47.975000mm,Bottom,0.000000
C451,41.140000mm,47.975000mm,Bottom,0.000000
C460,-124.215000mm,-71.534999mm,Bottom,0.000000
C461,-120.005000mm,-71.534999mm,Bottom,0.000000
C470,-149.475000mm,-60.695000mm,Bottom,0.000000
C471,-145.265000mm,-60.695000mm,Bottom,0.000000
C472,-141.055000mm,-60.695000mm,Bottom,0.000000
C473,-136.845000mm,-60.695000mm,Bottom,0.000000
C474,-132.635000mm,-60.695000mm,Bottom,0.000000
C475,-128.425000mm,-60.695000mm,Bottom,0.000000
C476,-124.215000mm,-60.695000mm,Bottom,0.000000
C477,-120.005000mm,-60.695000mm,Bottom,0.000000
C478,-115.795000mm,-60.695000mm,Bottom,0.000000
C479,-111.585000mm,-60.695000mm,Bottom,0.000000
C480,-107.375000mm,-60.695000mm,Bottom,0.000000
C481,-157.895000mm,-63.405000mm,Bottom,0.000000
C482,-153.685000mm,-63.405000mm,Bottom,0.000000
C483,-149.475000mm,-63.405000mm,Bottom,0.000000
C500,142.855000mm,-3.585000mm,Bottom,0.000000
C501,145.925000mm,-3.585000mm,Bottom,0.000000
C502,148.995000mm,-3.585000mm,Bottom,0.000000
C503,152.065000mm,-3.585000mm,Bottom,0.000000
C504,155.135000mm,-3.585000mm,Bottom,0.000000
C505,133.534999mm,-8.235000mm,Bottom,0.000000
C506,30.220000mm,47.705001mm,Bottom,0.000000
C507,34.429999mm,47.705001mm,Bottom,0.000000
J_AB1,112.247500mm,-61.240000mm,Bottom,0.000000
J_AB2,125.247500mm,-75.080000mm,Bottom,0.000000
J_W1A,147.145000mm,6.875000mm,Bottom,0.000000
J_W1B,140.195000mm,0.625000mm,Bottom,0.000000
J_W3A,152.695000mm,6.875000mm,Bottom,0.000000
J_W3B,145.745000mm,0.625000mm,Bottom,0.000000
J_WOA,134.645000mm,0.625000mm,Bottom,0.000000
J_WOB,151.295000mm,0.625000mm,Bottom,0.000000
LED40,-148.095000mm,-56.085000mm,Bottom,0.000000
LED41,-38.160000mm,57.910000mm,Bottom,0.000000
LED42,31.840000mm,57.910000mm,Bottom,0.000000
Q3,-112.405000mm,-42.065000mm,Bottom,0.000000
Q4,-107.295000mm,-42.065000mm,Bottom,0.000000
Q5,-157.444999mm,-57.015000mm,Bottom,0.000000
Q10,134.555000mm,-4.825000mm,Bottom,0.000000
R9,-131.145001mm,68.645000mm,Bottom,0.000000
R10,-126.935000mm,68.645000mm,Bottom,0.000000
R17,98.105000mm,-79.355000mm,Bottom,0.000000
R18,102.315000mm,-79.355000mm,Bottom,0.000000
R19,106.524999mm,-79.355000mm,Bottom,0.000000
R20,98.105000mm,-82.065000mm,Bottom,0.000000
R63,-105.995000mm,-56.045000mm,Bottom,0.000000
R64,-157.895000mm,-60.695000mm,Bottom,0.000000
R65,-153.685000mm,-60.695000mm,Bottom,0.000000
R75,-43.990000mm,50.415001mm,Bottom,0.000000
R76,-39.780000mm,50.415001mm,Bottom,0.000000
R77,-35.570000mm,50.415001mm,Bottom,0.000000
R87,26.010000mm,50.415001mm,Bottom,0.000000
R88,30.220000mm,50.415001mm,Bottom,0.000000
R89,34.429999mm,50.415001mm,Bottom,0.000000
